Unnamed: 0,CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
3054,203054,28.0,1,1,12.0,1,2,3,5.0,3,3.0,1,3.0,1,3,0,1.0,3,31486.0
3802,203802,32.0,1,3,17.0,3,1,3,4.0,1,3.0,1,4.0,1,1,0,1.0,2,25261.0
3991,203991,46.0,1,1,13.0,2,2,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0
734,200734,22.0,1,1,14.0,2,2,3,5.0,0,5.0,0,2.0,0,2,1,0.0,1,17451.0
1072,201072,29.0,0,1,8.0,2,1,3,3.0,0,4.0,0,1.0,0,5,0,2.0,1,18180.0
4174,204174,33.0,0,1,14.0,2,2,4,2.0,0,4.0,1,3.0,0,1,0,2.0,1,21472.0
596,200596,35.0,1,1,6.0,2,1,2,1.0,0,3.0,2,4.0,0,3,0,0.0,1,17506.0
4562,204562,38.0,0,3,28.0,3,1,3,4.0,0,3.0,1,7.0,0,1,1,1.0,1,21651.0
3374,203374,52.0,0,1,13.0,3,1,3,5.0,0,3.0,3,2.0,0,5,1,2.0,1,21516.0
3934,203934,25.0,0,1,18.0,2,1,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0
3042,203042,29.0,1,1,9.0,3,2,3,4.0,0,3.0,3,8.0,0,3,0,1.0,1,23060.0
3068,203068,54.0,1,3,14.0,3,1,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0
4016,204016,21.0,0,1,13.0,2,1,4,5.0,0,3.0,3,3.0,1,1,0,1.0,1,21604.0
499,200499,33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0
1822,201822,48.0,1,3,35.0,3,1,3,3.0,3,3.0,1,4.0,0,4,0,1.0,3,27504.0
1439,201439,36.0,1,3,9.0,3,1,3,4.0,3,3.0,1,1.0,0,3,1,0.0,3,22644.0
2480,202480,51.0,1,3,10.0,3,2,3,5.0,0,3.0,0,3.0,1,4,0,1.0,1,21361.0
1503,201503,39.0,1,3,11.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,17086.0
233,200233,50.0,1,3,6.0,3,1,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,34517.0
2537,202537,47.0,0,1,7.0,3,2,3,5.0,3,5.0,0,4.0,1,2,1,2.0,3,29351.0
4815,204815,49.0,0,3,31.0,2,2,4,6.0,0,3.0,2,3.0,1,1,1,3.0,1,21237.0
4878,204878,35.0,1,1,17.0,3,2,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,24803.0
18,200018,53.0,1,3,8.0,2,1,3,4.0,4,3.0,0,3.0,0,3,1,0.0,0,30427.0
3022,203022,39.0,0,1,9.0,2,0,4,2.0,1,5.0,3,8.0,1,2,1,3.0,2,24658.0
4346,204346,35.0,1,1,9.0,2,2,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0
1422,201422,35.0,1,1,17.0,3,2,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0
4422,204422,36.0,1,1,13.0,2,2,3,6.0,1,3.0,3,3.0,0,5,0,2.0,2,25324.0
178,200178,46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,2,1,1.0,3,25453.0
2228,202228,59.0,1,3,6.0,1,2,3,3.0,3,3.0,1,4.0,1,1,1,0.0,3,26904.0
3662,203662,42.0,1,3,13.0,3,2,3,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27919.0
4695,204695,27.0,1,1,7.0,3,2,3,5.0,0,5.0,1,3.0,0,3,1,2.0,1,22633.0
3096,203096,38.0,0,3,26.0,3,2,3,4.0,3,4.0,3,3.0,1,5,0,1.0,3,26320.0
2366,202366,31.0,1,1,30.0,3,1,3,4.0,1,5.0,3,2.0,0,5,1,0.0,2,21812.0
2710,202710,32.0,1,1,30.0,3,2,4,5.0,1,3.0,0,2.0,0,3,1,2.0,2,24260.0
2599,202599,30.0,0,1,7.0,1,2,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0
3024,203024,36.0,1,3,15.0,2,1,4,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21250.0
3137,203137,37.0,1,3,10.0,2,2,3,5.0,3,3.0,0,3.0,1,2,1,1.0,3,29003.0
919,200919,59.0,1,1,24.0,3,2,3,3.0,3,3.0,3,7.0,0,3,1,1.0,3,25512.0
4735,204735,50.0,1,3,15.0,1,2,3,5.0,4,4.0,1,8.0,0,4,1,2.0,0,31798.0
2684,202684,40.0,1,1,7.0,3,1,4,4.0,0,3.0,1,2.0,0,3,0,2.0,1,20910.0
479,200479,24.0,0,1,13.0,2,1,2,3.0,0,3.0,0,2.0,1,4,0,0.0,1,17886.0
2367,202367,59.0,1,3,9.0,2,1,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0
4362,204362,41.0,1,1,13.0,2,1,4,4.0,4,3.0,2,2.0,0,5,1,1.0,0,31915.0
4568,204568,40.0,1,2,9.0,2,1,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,23882.0
1374,201374,58.0,1,3,27.0,2,1,3,3.0,4,3.0,1,5.0,1,5,1,0.0,0,32875.0
1792,201792,32.0,1,1,8.0,3,1,3,1.0,1,3.0,2,1.0,0,3,0,0.0,2,20055.0
721,200721,50.0,1,1,30.0,2,2,3,3.0,4,3.0,0,4.0,1,4,0,0.0,0,28973.0
45,200045,41.0,1,1,18.0,1,1,2,3.0,2,3.0,0,2.0,0,4,1,0.0,4,34545.0
1504,201504,24.0,1,1,6.0,3,2,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0
1769,201769,51.0,1,1,8.0,3,2,2,5.0,1,4.0,1,6.0,0,1,0,1.0,2,20482.0
107,200107,25.0,1,3,11.0,3,2,2,4.0,1,3.0,2,2.0,1,3,1,0.0,2,20744.0
125,200125,26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0
4580,204580,23.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,1,5,1,2.0,2,22849.0
3310,203310,41.0,0,3,9.0,3,2,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0
1381,201381,28.0,0,1,22.0,3,2,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17144.0
2227,202227,34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,0,1.0,2,24725.0
3181,203181,42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,1.0,2,23681.0
3730,203730,41.0,1,1,9.0,2,1,3,4.0,0,5.0,1,6.0,0,4,1,2.0,1,22055.0
4533,204533,34.0,1,3,7.0,3,2,3,2.0,1,5.0,1,3.0,0,4,0,2.0,2,22715.0
1986,201986,23.0,1,1,10.0,3,2,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0
168,200168,38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,2,1,1.0,2,23686.0
3523,203523,40.0,1,1,13.0,2,0,3,4.0,3,4.0,3,6.0,0,3,0,2.0,3,27054.0
3997,203997,39.0,0,1,13.0,3,1,4,6.0,1,3.0,1,2.0,1,1,0,3.0,2,24007.0
1294,201294,41.0,1,1,11.0,2,2,2,1.0,1,4.0,3,4.0,0,5,1,0.0,2,21870.0
24,200024,34.0,1,1,12.0,3,2,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0
742,200742,50.0,1,1,15.0,2,2,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17380.0
1536,201536,36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0
2542,202542,59.0,1,3,17.0,3,2,3,4.0,4,3.0,2,2.0,0,3,1,2.0,0,32550.0
4786,204786,34.0,0,3,32.0,3,1,3,4.0,1,3.0,1,3.0,0,3,0,2.0,2,23217.0
607,200607,49.0,1,3,17.0,3,1,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0
2811,202811,51.0,1,1,17.0,1,2,4,5.0,3,3.0,2,8.0,0,5,0,3.0,3,29174.0
2661,202661,30.0,1,1,7.0,1,2,3,4.0,0,3.0,2,2.0,0,2,0,1.0,1,20736.0
3234,203234,34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0
4672,204672,60.0,1,3,7.0,1,2,4,4.0,3,3.0,1,5.0,1,1,1,1.0,3,30582.0
3294,203294,33.0,0,3,9.0,2,1,4,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21505.0
3603,203603,40.0,0,1,11.0,3,0,3,4.0,1,3.0,3,2.0,0,3,1,1.0,2,23720.0
362,200362,21.0,0,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17610.0
4333,204333,31.0,0,1,10.0,2,2,3,4.0,0,3.0,1,6.0,0,3,1,1.0,1,20775.0
3142,203142,36.0,1,3,25.0,3,1,3,4.0,1,3.0,0,3.0,0,4,1,1.0,2,23279.0
2803,202803,37.0,0,3,10.0,3,2,3,5.0,3,3.0,0,6.0,0,2,0,2.0,3,28377.0
858,200858,53.0,1,1,13.0,3,1,2,3.0,2,3.0,1,4.0,0,2,1,0.0,4,33606.0
4340,204340,31.0,0,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0
2576,202576,32.0,1,3,27.0,2,1,4,6.0,1,3.0,0,5.0,1,3,1,1.0,2,23237.0
1246,201246,30.0,0,2,14.0,2,1,3,4.0,0,3.0,1,7.0,0,5,1,2.0,1,17180.0
3363,203363,60.0,1,1,25.0,3,2,4,4.0,3,3.0,2,8.0,0,3,1,2.0,3,29190.0
1090,201090,29.0,1,1,14.0,2,1,2,5.0,1,5.0,1,4.0,0,1,0,0.0,2,24715.0
4711,204711,27.0,1,1,28.0,3,2,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,21055.0
3293,203293,44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,2,1,2.0,2,24024.0
2270,202270,28.0,0,1,6.0,3,2,2,4.0,0,4.0,1,2.0,0,4,1,0.0,1,17596.0
4084,204084,28.0,1,1,24.0,1,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0
2837,202837,35.0,0,3,11.0,3,1,4,4.0,1,3.0,0,2.0,0,2,1,1.0,2,25216.0
2505,202505,39.0,0,1,36.0,2,1,3,4.0,1,3.0,2,3.0,0,3,1,1.0,2,21084.0
2134,202134,36.0,1,1,20.0,2,2,3,3.0,1,3.0,1,1.0,1,5,1,0.0,2,21586.0
1252,201252,34.0,1,1,8.0,3,2,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0
4623,204623,32.0,0,1,16.0,3,2,3,5.0,0,5.0,2,2.0,1,3,0,2.0,1,20999.0
1664,201664,45.0,0,1,8.0,3,2,3,4.0,4,3.0,1,1.0,0,4,1,2.0,0,31792.0
1687,201687,29.0,1,1,6.0,1,2,2,3.0,0,3.0,2,1.0,0,1,0,0.0,1,17058.0
1636,201636,41.0,1,1,20.0,2,2,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0
4504,204504,34.0,1,1,14.0,3,2,3,4.0,3,3.0,1,2.0,0,4,1,1.0,3,30369.0
1507,201507,35.0,1,3,8.0,3,1,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0
1424,201424,35.0,1,1,15.0,3,2,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20098.0
4792,204792,43.0,0,2,9.0,3,2,4,2.0,1,5.0,1,2.0,0,1,1,2.0,2,24950.0
4437,204437,51.0,1,1,35.0,3,2,4,2.0,0,3.0,1,3.0,1,1,0,2.0,1,21899.0
1322,201322,46.0,1,1,8.0,2,2,2,3.0,3,3.0,1,4.0,0,1,1,1.0,3,23578.0
2489,202489,42.0,1,1,19.0,1,1,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,38223.0
466,200466,41.0,1,3,8.0,2,1,3,3.0,4,5.0,0,1.0,0,5,1,1.0,0,31595.0
2094,202094,53.0,1,3,13.0,3,1,3,4.0,3,3.0,1,1.0,1,1,0,1.0,3,25934.0
1024,201024,47.0,1,1,8.0,3,1,2,3.0,4,3.0,0,4.0,0,5,1,0.0,0,32169.0
90,200090,40.0,0,1,6.0,2,2,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0
372,200372,35.0,1,1,15.0,2,2,3,4.0,1,4.0,3,1.0,0,2,1,2.0,2,21540.0
1799,201799,47.0,1,1,11.0,2,2,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,33300.0
1675,201675,29.0,1,3,33.0,3,1,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0
789,200789,44.0,1,2,6.0,3,2,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0
3797,203797,35.0,0,1,23.0,1,2,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0
3196,203196,37.0,1,1,23.0,2,1,3,2.0,0,5.0,3,3.0,0,2,1,1.0,1,21421.0
3324,203324,33.0,0,1,20.0,2,1,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0
1936,201936,41.0,1,3,8.0,2,1,3,3.0,4,5.0,1,1.0,0,5,1,2.0,0,31595.0
1765,201765,42.0,0,3,32.0,3,1,3,3.0,4,4.0,1,6.0,0,3,1,1.0,0,28525.0
3226,203226,31.0,1,1,27.0,2,2,3,4.0,1,5.0,0,2.0,0,4,1,1.0,2,28635.0
4399,204399,28.0,1,1,13.0,3,1,4,5.0,0,3.0,1,2.0,0,1,0,2.0,1,20865.0
1617,201617,41.0,0,1,16.0,2,2,3,4.0,4,5.0,1,5.0,0,1,1,0.0,0,32181.0
3296,203296,30.0,1,1,13.0,3,1,3,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21809.0
1342,201342,34.0,1,3,10.0,2,2,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0
2015,202015,30.0,1,3,33.0,3,2,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,20304.0
4136,204136,38.0,0,1,18.0,2,2,3,4.0,3,3.0,1,3.0,1,3,1,2.0,3,30863.0
4789,204789,45.0,1,1,36.0,2,2,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23219.0
2906,202906,35.0,1,3,28.0,2,2,4,3.0,1,3.0,3,3.0,0,3,1,1.0,2,24015.0
3785,203785,32.0,1,1,27.0,2,2,3,4.0,1,3.0,1,3.0,0,5,0,1.0,2,22875.0
3868,203868,36.0,1,1,16.0,3,2,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,23776.0
578,200578,38.0,0,1,8.0,2,1,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0
3236,203236,34.0,0,1,36.0,3,1,3,5.0,1,3.0,3,3.0,0,5,1,1.0,2,23186.0
4386,204386,38.0,1,1,7.0,2,1,4,4.0,1,4.0,1,8.0,0,1,1,3.0,2,25125.0
1663,201663,43.0,0,1,13.0,3,2,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0
4290,204290,52.0,1,3,21.0,2,1,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23614.0
3110,203110,23.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0
435,200435,33.0,1,1,21.0,3,2,2,3.0,3,3.0,0,1.0,1,5,0,0.0,3,28610.0
352,200352,48.0,1,3,35.0,3,1,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0
100,200100,37.0,1,2,12.0,2,2,3,3.0,0,5.0,1,5.0,1,2,1,0.0,1,17073.0
2386,202386,46.0,1,1,28.0,3,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,33789.0
2158,202158,19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,1,1,1.0,1,17121.0
3531,203531,35.0,1,3,14.0,1,2,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,20986.0
4540,204540,33.0,1,1,15.0,3,1,4,2.0,1,3.0,1,7.0,0,3,1,3.0,2,23853.0
63,200063,59.0,1,3,31.0,2,1,2,3.0,3,5.0,3,1.0,0,3,1,0.0,3,22637.0
4068,204068,33.0,0,3,15.0,3,0,3,4.0,3,3.0,3,3.0,0,4,1,2.0,3,27676.0
1206,201206,26.0,0,1,13.0,3,2,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0
230,200230,52.0,1,1,8.0,2,1,2,4.0,0,3.0,2,1.0,0,3,0,0.0,1,18212.0
4374,204374,27.0,1,3,36.0,3,2,3,4.0,1,3.0,1,7.0,0,5,0,1.0,2,22984.0
2716,202716,29.0,1,1,16.0,3,2,4,4.0,0,3.0,0,3.0,0,2,1,2.0,1,20748.0
4263,204263,30.0,0,3,9.0,2,2,4,4.0,1,3.0,1,3.0,0,1,1,2.0,2,23327.0
2518,202518,37.0,1,1,13.0,2,1,3,3.0,1,3.0,0,5.0,0,2,0,1.0,2,21716.0
10,200010,35.0,1,1,22.0,3,2,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0
2691,202691,35.0,1,1,9.0,2,2,3,5.0,1,5.0,0,8.0,0,4,0,2.0,2,24635.0
2490,202490,35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,1,2.0,2,23246.0
779,200779,51.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,2,1,1.0,1,17461.0
2864,202864,30.0,1,1,10.0,3,2,4,5.0,3,3.0,0,3.0,0,2,1,3.0,3,30613.0
159,200159,34.0,0,3,8.0,3,1,3,3.0,0,3.0,0,7.0,0,5,1,2.0,1,17231.0
4670,204670,33.0,0,1,36.0,3,1,4,4.0,0,3.0,3,2.0,0,3,1,3.0,1,22703.0
338,200338,30.0,1,3,11.0,3,1,1,4.0,1,3.0,1,2.0,0,2,0,0.0,2,21118.0
2460,202460,33.0,1,1,12.0,2,2,4,3.0,0,4.0,1,2.0,1,2,1,1.0,1,21976.0
3033,203033,30.0,1,1,7.0,2,1,3,5.0,0,5.0,0,3.0,1,2,0,1.0,1,20997.0
2570,202570,59.0,1,1,30.0,3,1,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0
280,200280,53.0,1,1,9.0,3,2,2,3.0,4,3.0,0,4.0,1,5,0,0.0,0,32584.0
3242,203242,34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0
2246,202246,20.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,1,4,1,0.0,1,17323.0
799,200799,42.0,1,1,8.0,3,2,2,3.0,4,5.0,0,1.0,0,3,1,1.0,0,32665.0
3805,203805,27.0,0,1,13.0,2,2,4,2.0,0,3.0,1,2.0,0,4,1,2.0,1,21222.0
4805,204805,45.0,1,1,9.0,2,1,4,2.0,0,3.0,1,3.0,0,4,1,3.0,1,20689.0
4239,204239,32.0,0,1,14.0,2,1,3,5.0,3,3.0,1,3.0,0,1,1,1.0,3,27621.0
4845,204845,31.0,0,1,16.0,3,2,3,4.0,0,5.0,3,4.0,1,3,0,2.0,1,23373.0
3945,203945,45.0,1,1,17.0,2,2,3,4.0,1,3.0,1,4.0,1,3,0,2.0,2,25143.0
2423,202423,44.0,1,3,7.0,2,2,2,5.0,1,4.0,2,7.0,0,3,0,1.0,2,17362.0
256,200256,42.0,1,1,8.0,3,1,2,4.0,0,5.0,1,1.0,1,4,1,0.0,1,17593.0
3255,203255,39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,1.0,3,26029.0
157,200157,58.0,1,1,15.0,3,1,3,4.0,0,4.0,0,5.0,1,2,1,0.0,1,18346.0
2024,202024,27.0,1,1,13.0,3,1,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0
1451,201451,38.0,1,3,16.0,2,1,3,3.0,1,3.0,1,2.0,0,4,0,2.0,2,20343.0
1911,201911,42.0,0,1,11.0,2,2,3,3.0,0,3.0,1,5.0,0,3,0,1.0,1,17093.0
4855,204855,31.0,0,3,10.0,3,1,4,4.0,0,3.0,3,3.0,1,5,1,2.0,1,23305.0
1998,201998,50.0,0,3,14.0,1,2,2,3.0,1,3.0,1,4.0,1,5,0,0.0,2,21796.0
2895,202895,43.0,1,1,31.0,3,2,3,4.0,3,5.0,0,3.0,1,2,1,2.0,3,26084.0
610,200610,27.0,1,1,11.0,1,2,2,4.0,3,3.0,1,2.0,1,3,0,0.0,3,27808.0
2738,202738,38.0,0,1,16.0,3,2,3,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21004.0
151,200151,35.0,1,3,6.0,3,2,3,3.0,3,4.0,0,2.0,0,4,1,2.0,3,22295.0
2655,202655,31.0,0,1,7.0,2,2,3,5.0,3,3.0,3,3.0,0,5,1,2.0,3,27152.0
4778,204778,42.0,0,1,12.0,2,2,4,5.0,0,5.0,1,8.0,0,3,0,2.0,1,20785.0
3626,203626,37.0,0,1,7.0,3,1,3,5.0,1,3.0,1,2.0,0,5,1,2.0,2,23052.0
2086,202086,51.0,1,3,32.0,3,1,3,3.0,4,3.0,1,3.0,0,3,1,1.0,0,31307.0
4759,204759,41.0,0,1,33.0,3,1,4,5.0,1,3.0,1,5.0,1,1,0,2.0,2,23100.0
1826,201826,42.0,1,1,8.0,2,2,3,4.0,1,3.0,3,4.0,0,1,1,0.0,2,21781.0
2974,202974,28.0,1,1,7.0,2,1,4,4.0,3,5.0,0,3.0,0,4,1,3.0,3,26090.0
3539,203539,34.0,1,1,35.0,2,2,4,4.0,1,3.0,1,3.0,1,1,1,1.0,2,23885.0
2827,202827,23.0,1,1,18.0,3,1,3,4.0,0,4.0,0,3.0,0,2,1,1.0,1,20922.0
825,200825,29.0,1,1,14.0,3,2,3,4.0,1,3.0,0,2.0,1,3,0,0.0,2,20056.0
3345,203345,49.0,1,1,9.0,1,2,4,2.0,0,4.0,2,7.0,0,2,0,3.0,1,21237.0
4034,204034,31.0,0,1,30.0,2,2,4,6.0,0,3.0,1,3.0,0,3,0,1.0,1,21291.0
2116,202116,53.0,1,3,14.0,3,2,3,3.0,4,3.0,1,6.0,0,3,1,0.0,0,26836.0
3787,203787,30.0,1,1,14.0,2,2,3,4.0,0,5.0,2,5.0,0,4,0,1.0,1,20740.0
1402,201402,31.0,1,1,8.0,3,1,2,5.0,0,3.0,1,2.0,1,5,1,0.0,1,16129.0
1078,201078,44.0,1,1,34.0,2,2,2,3.0,4,5.0,0,4.0,0,1,1,0.0,0,31328.0
244,200244,45.0,1,1,6.0,2,2,3,2.0,2,3.0,0,1.0,0,4,1,2.0,4,34202.0
3510,203510,34.0,1,1,11.0,3,1,3,5.0,0,4.0,0,2.0,0,1,0,1.0,1,22516.0
2648,202648,39.0,1,1,36.0,3,2,4,4.0,1,5.0,0,2.0,1,3,0,2.0,2,25351.0
3288,203288,31.0,1,3,17.0,3,2,4,5.0,1,3.0,0,3.0,0,2,1,1.0,2,25256.0
494,200494,34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,1.0,1,17579.0
3878,203878,53.0,0,3,127.0,2,2,3,4.0,0,3.0,1,4.0,0,1,1,2.0,1,22160.0
807,200807,38.0,1,3,16.0,3,2,3,4.0,3,3.0,1,1.0,1,3,1,0.0,3,23740.0
95,200095,54.0,1,1,8.0,1,1,2,3.0,3,3.0,0,1.0,0,4,1,0.0,3,28549.0
442,200442,36.0,0,3,16.0,3,2,2,3.0,3,3.0,3,2.0,0,2,1,1.0,3,24980.0
928,200928,44.0,1,1,21.0,3,1,3,3.0,3,3.0,0,2.0,0,3,0,1.0,3,22978.0
1447,201447,36.0,0,3,21.0,3,2,2,5.0,1,3.0,1,2.0,0,1,1,0.0,2,20406.0
4121,204121,37.0,0,1,25.0,3,1,4,4.0,0,3.0,2,3.0,0,3,0,2.0,1,20831.0
4124,204124,33.0,1,3,11.0,3,2,3,6.0,3,3.0,1,3.0,0,1,1,1.0,3,29078.0
2692,202692,38.0,1,1,7.0,3,1,3,5.0,0,5.0,0,4.0,0,4,1,2.0,1,22598.0
2330,202330,22.0,0,1,9.0,2,2,2,4.0,0,3.0,1,1.0,1,3,0,1.0,1,17853.0
2715,202715,48.0,0,1,36.0,2,2,3,4.0,3,4.0,0,3.0,1,3,1,1.0,3,30527.0
4229,204229,44.0,0,1,17.0,2,1,3,4.0,0,3.0,2,2.0,0,5,0,1.0,1,21133.0
3331,203331,43.0,0,1,33.0,3,1,3,4.0,3,5.0,0,5.0,1,3,0,2.0,3,31869.0
2882,202882,36.0,1,1,23.0,2,2,4,4.0,3,3.0,0,6.0,1,2,0,2.0,3,26310.0
418,200418,26.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17886.0
3696,203696,35.0,1,1,9.0,3,2,4,2.0,0,3.0,1,2.0,1,1,0,2.0,1,21610.0
1977,201977,29.0,1,3,9.0,3,1,3,3.0,1,3.0,1,2.0,0,1,0,0.0,2,20561.0
1548,201548,37.0,1,1,13.0,3,2,1,3.0,3,3.0,2,5.0,0,1,0,0.0,3,28664.0
3304,203304,23.0,0,1,10.0,2,2,3,5.0,0,3.0,0,2.0,1,3,0,1.0,1,21531.0
3059,203059,28.0,0,1,10.0,3,2,3,4.0,0,3.0,0,3.0,0,2,1,1.0,1,20384.0
4102,204102,35.0,0,1,9.0,2,2,3,5.0,1,3.0,1,3.0,0,4,0,2.0,2,28225.0
4703,204703,45.0,1,2,7.0,3,2,4,5.0,3,5.0,1,2.0,0,4,1,1.0,3,29160.0
1087,201087,34.0,1,3,13.0,1,2,2,3.0,0,3.0,1,1.0,1,1,0,1.0,1,17308.0
4741,204741,29.0,0,1,13.0,2,2,3,5.0,0,3.0,1,3.0,1,4,1,2.0,1,21381.0
942,200942,36.0,1,1,16.0,1,1,3,3.0,3,3.0,0,4.0,0,3,0,2.0,3,22094.0
958,200958,34.0,1,1,15.0,2,2,2,3.0,3,3.0,1,1.0,0,5,1,1.0,3,23500.0
3006,203006,34.0,1,1,7.0,2,2,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21364.0
2395,202395,42.0,0,1,7.0,2,1,3,1.0,3,4.0,2,2.0,0,3,1,0.0,3,17372.0
1697,201697,29.0,0,3,6.0,3,1,2,3.0,3,3.0,1,2.0,0,3,1,1.0,3,22918.0
3731,203731,43.0,1,1,20.0,3,2,4,2.0,1,5.0,1,7.0,0,4,1,1.0,2,24216.0
1921,201921,42.0,1,1,30.0,3,2,2,3.0,3,5.0,1,2.0,1,1,1,0.0,3,22406.0
246,200246,33.0,1,1,11.0,2,1,3,4.0,0,3.0,0,2.0,0,2,0,2.0,1,17911.0
894,200894,54.0,1,1,9.0,2,2,2,3.0,4,3.0,0,4.0,0,5,1,1.0,0,32779.0
2303,202303,27.0,1,1,12.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17539.0
4201,204201,39.0,1,1,30.0,2,2,3,4.0,1,3.0,1,2.0,0,3,0,2.0,2,24423.0
3655,203655,38.0,0,3,7.0,3,2,3,6.0,1,3.0,1,3.0,0,1,0,2.0,2,28203.0
4271,204271,22.0,0,3,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,1,3.0,1,20852.0
4635,204635,51.0,1,1,31.0,2,2,4,4.0,4,3.0,1,5.0,1,4,1,3.0,0,32651.0
2077,202077,49.0,1,3,17.0,3,1,2,3.0,3,3.0,1,2.0,0,4,0,0.0,3,22654.0
